,NC,source,feature,start,end,score,strand,frame,descr
326,NC_000014.9,BestRefSeq,CDS,73186853,73186920,.,+,0,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
327,NC_000014.9,BestRefSeq,CDS,73192644,73192864,.,+,1,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
328,NC_000014.9,BestRefSeq,CDS,73198031,73198129,.,+,2,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
329,NC_000014.9,BestRefSeq,CDS,73206386,73206472,.,+,2,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
330,NC_000014.9,BestRefSeq,CDS,73211769,73211942,.,+,2,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
331,NC_000014.9,BestRefSeq,CDS,73217126,73217244,.,+,2,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
332,NC_000014.9,BestRefSeq,CDS,73219134,73219289,.,+,0,"ID=cds-NP_000012.1;Parent=rna-NM_000021.4;Dbxref=CCDS:CCDS9812.1,Ensembl:ENSP00000326366.5,GeneID:5663,Genbank:NP_000012.1,HGNC:HGNC:9508,MIM:104311;Name=NP_000012.1;Note=isoform I-467 is encoded by transcript variant 1;gbkey=CDS;gene=PSEN1;product=presenilin-1 isoform I-467;protein_id=NP_000012.1;tag=MANE Select"
333,NC_000017.11,BestRefSeq,mRNA,7219938,7225266,.,+,.,"ID=rna-NM_000018.4;Parent=gene-ACADVL;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;Name=NM_000018.4;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
334,NC_000017.11,BestRefSeq,exon,7219938,7220046,.,+,.,"ID=exon-NM_000018.4-1;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
335,NC_000017.11,BestRefSeq,exon,7220122,7220197,.,+,.,"ID=exon-NM_000018.4-2;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
336,NC_000017.11,BestRefSeq,exon,7220464,7220529,.,+,.,"ID=exon-NM_000018.4-3;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
337,NC_000017.11,BestRefSeq,exon,7220604,7220676,.,+,.,"ID=exon-NM_000018.4-4;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
338,NC_000017.11,BestRefSeq,exon,7220766,7220830,.,+,.,"ID=exon-NM_000018.4-5;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
339,NC_000017.11,BestRefSeq,exon,7220924,7221058,.,+,.,"ID=exon-NM_000018.4-6;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
340,NC_000017.11,BestRefSeq,exon,7221538,7221682,.,+,.,"ID=exon-NM_000018.4-7;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
341,NC_000017.11,BestRefSeq,exon,7221952,7222081,.,+,.,"ID=exon-NM_000018.4-8;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
342,NC_000017.11,BestRefSeq,exon,7222177,7222302,.,+,.,"ID=exon-NM_000018.4-9;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
343,NC_000017.11,BestRefSeq,exon,7222667,7222865,.,+,.,"ID=exon-NM_000018.4-10;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
344,NC_000017.11,BestRefSeq,exon,7223133,7223237,.,+,.,"ID=exon-NM_000018.4-11;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
345,NC_000017.11,BestRefSeq,exon,7223644,7223730,.,+,.,"ID=exon-NM_000018.4-12;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
346,NC_000017.11,BestRefSeq,exon,7223813,7223875,.,+,.,"ID=exon-NM_000018.4-13;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
347,NC_000017.11,BestRefSeq,exon,7223968,7224069,.,+,.,"ID=exon-NM_000018.4-14;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
348,NC_000017.11,BestRefSeq,exon,7224146,7224243,.,+,.,"ID=exon-NM_000018.4-15;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
349,NC_000017.11,BestRefSeq,exon,7224321,7224393,.,+,.,"ID=exon-NM_000018.4-16;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
350,NC_000017.11,BestRefSeq,exon,7224480,7224552,.,+,.,"ID=exon-NM_000018.4-17;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
351,NC_000017.11,BestRefSeq,exon,7224642,7224714,.,+,.,"ID=exon-NM_000018.4-18;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
352,NC_000017.11,BestRefSeq,exon,7224809,7224884,.,+,.,"ID=exon-NM_000018.4-19;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
353,NC_000017.11,BestRefSeq,exon,7224957,7225266,.,+,.,"ID=exon-NM_000018.4-20;Parent=rna-NM_000018.4;Dbxref=Ensembl:ENST00000356839.10,GeneID:37,Genbank:NM_000018.4,HGNC:HGNC:92,MIM:609575;gbkey=mRNA;gene=ACADVL;product=acyl-CoA dehydrogenase very long chain%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000018.4"
354,NC_000017.11,BestRefSeq,CDS,7219985,7220046,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
355,NC_000017.11,BestRefSeq,CDS,7220122,7220197,.,+,1,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
356,NC_000017.11,BestRefSeq,CDS,7220464,7220529,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
357,NC_000017.11,BestRefSeq,CDS,7220604,7220676,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
358,NC_000017.11,BestRefSeq,CDS,7220766,7220830,.,+,2,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
359,NC_000017.11,BestRefSeq,CDS,7220924,7221058,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
360,NC_000017.11,BestRefSeq,CDS,7221538,7221682,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
361,NC_000017.11,BestRefSeq,CDS,7221952,7222081,.,+,2,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
362,NC_000017.11,BestRefSeq,CDS,7222177,7222302,.,+,1,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
363,NC_000017.11,BestRefSeq,CDS,7222667,7222865,.,+,1,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
364,NC_000017.11,BestRefSeq,CDS,7223133,7223237,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
365,NC_000017.11,BestRefSeq,CDS,7223644,7223730,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
366,NC_000017.11,BestRefSeq,CDS,7223813,7223875,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
367,NC_000017.11,BestRefSeq,CDS,7223968,7224069,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
368,NC_000017.11,BestRefSeq,CDS,7224146,7224243,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
369,NC_000017.11,BestRefSeq,CDS,7224321,7224393,.,+,1,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
370,NC_000017.11,BestRefSeq,CDS,7224480,7224552,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
371,NC_000017.11,BestRefSeq,CDS,7224642,7224714,.,+,2,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
372,NC_000017.11,BestRefSeq,CDS,7224809,7224884,.,+,1,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
373,NC_000017.11,BestRefSeq,CDS,7224957,7225097,.,+,0,"ID=cds-NP_000009.1;Parent=rna-NM_000018.4;Dbxref=CCDS:CCDS11090.1,Ensembl:ENSP00000349297.5,GeneID:37,Genbank:NP_000009.1,HGNC:HGNC:92,MIM:609575;Name=NP_000009.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=ACADVL;product=very long-chain specific acyl-CoA dehydrogenase%2C mitochondrial isoform 1 precursor;protein_id=NP_000009.1;tag=MANE Select"
374,NC_000017.11,BestRefSeq,mRNA,50166005,50175928,.,+,.,"ID=rna-NM_000023.4;Parent=gene-SGCA;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;Name=NM_000023.4;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
375,NC_000017.11,BestRefSeq,exon,50166005,50166077,.,+,.,"ID=exon-NM_000023.4-1;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
376,NC_000017.11,BestRefSeq,exon,50167368,50167487,.,+,.,"ID=exon-NM_000023.4-2;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
377,NC_000017.11,BestRefSeq,exon,50167582,50167736,.,+,.,"ID=exon-NM_000023.4-3;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
378,NC_000017.11,BestRefSeq,exon,50167947,50168019,.,+,.,"ID=exon-NM_000023.4-4;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
379,NC_000017.11,BestRefSeq,exon,50168374,50168572,.,+,.,"ID=exon-NM_000023.4-5;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
380,NC_000017.11,BestRefSeq,exon,50169092,50169254,.,+,.,"ID=exon-NM_000023.4-6;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
381,NC_000017.11,BestRefSeq,exon,50170143,50170351,.,+,.,"ID=exon-NM_000023.4-7;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
382,NC_000017.11,BestRefSeq,exon,50170640,50170666,.,+,.,"ID=exon-NM_000023.4-8;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
383,NC_000017.11,BestRefSeq,exon,50175257,50175449,.,+,.,"ID=exon-NM_000023.4-9;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
384,NC_000017.11,BestRefSeq,exon,50175712,50175928,.,+,.,"ID=exon-NM_000023.4-10;Parent=rna-NM_000023.4;Dbxref=Ensembl:ENST00000262018.8,GeneID:6442,Genbank:NM_000023.4,HGNC:HGNC:10805,MIM:600119;gbkey=mRNA;gene=SGCA;product=sarcoglycan alpha%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000023.4"
385,NC_000017.11,BestRefSeq,CDS,50166041,50166077,.,+,0,"ID=cds-NP_000014.1;Parent=rna-NM_000023.4;Dbxref=CCDS:CCDS32679.1,Ensembl:ENSP00000262018.3,GeneID:6442,Genbank:NP_000014.1,HGNC:HGNC:10805,MIM:600119;Name=NP_000014.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=SGCA;product=alpha-sarcoglycan isoform 1 precursor;protein_id=NP_000014.1;tag=MANE Select"
386,NC_000017.11,BestRefSeq,CDS,50167368,50167487,.,+,2,"ID=cds-NP_000014.1;Parent=rna-NM_000023.4;Dbxref=CCDS:CCDS32679.1,Ensembl:ENSP00000262018.3,GeneID:6442,Genbank:NP_000014.1,HGNC:HGNC:10805,MIM:600119;Name=NP_000014.1;Note=isoform 1 precursor is encoded by transcript variant 1;gbkey=CDS;gene=SGCA;product=alpha-sarcoglycan isoform 1 precursor;protein_id=NP_000014.1;tag=MANE Select"
